Cliente;Gerencia_F;subcanal_
cte4931;gerencia 4;tiendita
cte4932;gerencia 2 ;tiendita
cte4933;gerencia 6;tiendita
cte4934;gerencia 7;tiendita
cte1527;gerencia 3;tiendita
cte286;gerencia 4;tiendita
cte4935;gerencia 1;tiendita
cte1127;gerencia 6;tiendita
cte4936;gerencia 5;tiendita
cte4937;gerencia 5;tiendita
cte4938;gerencia 5;tiendita
cte4939;gerencia 1;tiendita
cte991;gerencia 5;tiendita
cte4940;gerencia 5;tiendita
cte4941;gerencia 6;tiendita
cte4942;gerencia 2 ;tiendita
cte4943;gerencia 7;tiendita
cte4944;gerencia 6;tiendita
cte4945;gerencia 7;tiendita
cte4946;gerencia 2 ;tiendita
cte4947;gerencia 2 ;tiendita
cte4948;gerencia 7;tiendita
cte2940;gerencia 1;tiendita
cte4949;gerencia 1;tiendita
cte4950;gerencia 3;tiendita
cte4951;gerencia 1;tiendita
cte4952;gerencia 4;tiendita
cte4953;gerencia 1;tiendita
cte4954;gerencia 2 ;tiendita
cte4955;gerencia 7;tiendita
cte4956;gerencia 2 ;tiendita
cte4957;gerencia 3;tiendita
cte4958;gerencia 2 ;tiendita
cte4959;gerencia 2 ;tiendita
cte4960;gerencia 2 ;tiendita
cte4961;gerencia 1;tiendita
cte4962;gerencia 6;tiendita
cte4963;gerencia 2 ;tiendita
cte4964;gerencia 2 ;tiendita
cte4965;gerencia 7;tiendita
cte4966;gerencia 2 ;tiendita
cte4967;gerencia 5;tiendita
cte4968;gerencia 6;tiendita
cte4969;gerencia 7;tiendita
cte4970;gerencia 5;tiendita
cte4971;gerencia 6;tiendita
cte4972;gerencia 2 ;tiendita
cte4973;gerencia 4;tiendita
cte4974;gerencia 6;tiendita
cte4975;gerencia 2 ;tiendita
cte4976;gerencia 1;tiendita
cte3570;gerencia 6;tiendita
cte4977;gerencia 5;tiendita
cte4978;gerencia 3;tiendita
cte4979;gerencia 6;tiendita
cte1982;gerencia 3;tiendita
cte4980;gerencia 2 ;tiendita
cte632;gerencia 6;tiendita
cte4981;gerencia 7;tiendita
cte4982;gerencia 2 ;tiendita
cte4983;gerencia 7;tiendita
cte4984;gerencia 4;tiendita
cte4985;gerencia 2 ;tiendita
cte4986;gerencia 2 ;tiendita
cte4987;gerencia 2 ;tiendita
cte4988;gerencia 7;tiendita
cte4989;gerencia 7;tiendita
cte4990;gerencia 6;tiendita
cte4991;gerencia 4;tiendita
cte4992;gerencia 7;tiendita
cte4993;gerencia 2 ;tiendita
cte4994;gerencia 7;tiendita
cte4995;gerencia 2 ;tiendita
cte4996;gerencia 7;tiendita
cte4997;gerencia 6;tiendita
cte4998;gerencia 2 ;tiendita
cte4999;gerencia 1;tiendita
cte5000;gerencia 1;tiendita
cte5001;gerencia 4;tiendita
cte5002;gerencia 3;tiendita
cte1021;gerencia 6;tiendita
cte5003;gerencia 6;tiendita
cte5004;gerencia 1;tiendita
cte4492;gerencia 4;tiendita
cte5005;gerencia 4;tiendita
cte5006;gerencia 7;tiendita
cte5007;gerencia 2 ;tiendita
cte3248;gerencia 6;tiendita
cte5008;gerencia 5;tiendita
cte5009;gerencia 1;tiendita
cte5010;gerencia 6;tiendita
cte5011;gerencia 1;tiendita
cte2531;gerencia 4;tiendita
cte2579;gerencia 7;tiendita
cte5012;gerencia 6;tiendita
cte5013;gerencia 1;tiendita
cte1729;gerencia 7;tiendita
cte5014;gerencia 7;tiendita
cte5015;gerencia 5;tiendita
cte5016;gerencia 6;tiendita
cte5017;gerencia 6;tiendita
cte5018;gerencia 7;tiendita
cte5019;gerencia 6;tiendita
cte5020;gerencia 6;tiendita
cte5021;gerencia 7;tiendita
cte5022;gerencia 1;tiendita
cte5023;gerencia 5;tiendita
cte5024;gerencia 6;tiendita
cte4683;gerencia 6;tiendita
cte5025;gerencia 2 ;tiendita
cte5026;gerencia 2 ;tiendita
cte5027;gerencia 2 ;tiendita
cte5028;gerencia 7;tiendita
cte5029;gerencia 2 ;tiendita
cte5030;gerencia 5;tiendita
cte5031;gerencia 2 ;tiendita
cte5032;gerencia 6;tiendita
cte5033;gerencia 5;tiendita
cte5034;gerencia 5;tiendita
cte5035;gerencia 7;tiendita
cte3988;gerencia 2 ;tiendita
cte5036;gerencia 3;tiendita
cte1032;gerencia 4;tiendita
cte1079;gerencia 2 ;tiendita
cte5037;gerencia 5;tiendita
cte5038;gerencia 1;tiendita
cte5039;gerencia 2 ;tiendita
cte5040;gerencia 3;tiendita
cte5041;gerencia 5;tiendita
cte5042;gerencia 4;tiendita
cte5043;gerencia 1;tiendita
cte5044;gerencia 4;tiendita
cte5045;gerencia 2 ;tiendita
cte5046;gerencia 5;tiendita
cte5047;gerencia 4;tiendita
cte5048;gerencia 7;tiendita
cte5049;gerencia 2 ;tiendita
cte5050;gerencia 6;tiendita
cte5051;gerencia 2 ;tiendita
cte4467;gerencia 1;tiendita
cte5052;gerencia 1;tiendita
cte5053;gerencia 7;tiendita
cte5054;gerencia 2 ;tiendita
cte5055;gerencia 6;tiendita
cte5056;gerencia 4;tiendita
cte5057;gerencia 2 ;tiendita
cte5058;gerencia 1;tiendita
cte5059;gerencia 4;tiendita
cte5060;gerencia 2 ;tiendita
cte5061;gerencia 2 ;tiendita
cte5062;gerencia 6;tiendita
cte5063;gerencia 1;tiendita
cte5064;gerencia 2 ;tiendita
cte5065;gerencia 3;tiendita
cte5066;gerencia 5;tiendita
cte5067;gerencia 6;tiendita
cte5068;gerencia 5;tiendita
cte5069;gerencia 1;tiendita
cte5070;gerencia 2 ;tiendita
cte5071;gerencia 7;tiendita
cte5072;gerencia 7;tiendita
cte5073;gerencia 2 ;tiendita
cte5074;gerencia 4;tiendita
cte5075;gerencia 4;tiendita
cte5076;gerencia 5;tiendita
cte5077;gerencia 2 ;tiendita
cte5078;gerencia 6;tiendita
cte5079;gerencia 7;tiendita
cte5080;gerencia 1;tiendita
cte5081;gerencia 6;tiendita
cte5082;gerencia 3;tiendita
cte5083;gerencia 5;tiendita
cte5084;gerencia 1;tiendita
cte5085;gerencia 6;tiendita
cte5086;gerencia 1;tiendita
cte5087;gerencia 3;tiendita
cte5088;gerencia 4;tiendita
cte5089;gerencia 2 ;tiendita
cte5090;gerencia 2 ;tiendita
cte5091;gerencia 7;tiendita
cte5092;gerencia 7;tiendita
cte5093;gerencia 5;tiendita
cte5094;gerencia 1;tiendita
cte5095;gerencia 2 ;tiendita
cte5096;gerencia 1;tiendita
cte5097;gerencia 2 ;tiendita
cte5098;gerencia 1;tiendita
cte5099;gerencia 1;tiendita
cte5100;gerencia 5;tiendita
cte5101;gerencia 4;tiendita
cte5102;gerencia 3;tiendita
cte5103;gerencia 1;tiendita
cte5104;gerencia 1;tiendita
cte5105;gerencia 7;tiendita
cte5106;gerencia 2 ;tiendita
cte5107;gerencia 7;tiendita
cte5108;gerencia 3;tiendita
cte5109;gerencia 2 ;tiendita
cte5110;gerencia 2 ;tiendita
cte5111;gerencia 6;tiendita
cte5112;gerencia 2 ;tiendita
cte5113;gerencia 2 ;tiendita
cte5114;gerencia 7;tiendita
cte4746;gerencia 1;tiendita
cte5115;gerencia 5;tiendita
cte5116;gerencia 4;tiendita
cte5117;gerencia 2 ;tiendita
cte5118;gerencia 2 ;tiendita
cte5119;gerencia 7;tiendita
cte5120;gerencia 6;tiendita
cte5121;gerencia 3;tiendita
cte5122;gerencia 2 ;tiendita
cte5123;gerencia 7;tiendita
cte5124;gerencia 5;tiendita
cte5125;gerencia 7;tiendita
cte5126;gerencia 3;tiendita
cte1647;gerencia 4;tiendita
cte5127;gerencia 4;tiendita
cte5128;gerencia 5;tiendita
cte5129;gerencia 5;tiendita
cte5130;gerencia 7;tiendita
cte5131;gerencia 1;tiendita
cte5132;gerencia 7;tiendita
cte5133;gerencia 4;tiendita
cte5134;gerencia 2 ;tiendita
cte5135;gerencia 2 ;tiendita
cte5136;gerencia 6;tiendita
cte5137;gerencia 6;tiendita
cte5138;gerencia 6;tiendita
cte5139;gerencia 4;tiendita
cte5140;gerencia 6;tiendita
cte5141;gerencia 7;tiendita
cte5142;gerencia 5;tiendita
cte5143;gerencia 2 ;tiendita
cte5144;gerencia 2 ;tiendita
cte5145;gerencia 2 ;tiendita
cte325;gerencia 1;tiendita
cte5146;gerencia 7;tiendita
cte5147;gerencia 5;tiendita
cte5148;gerencia 2 ;tiendita
cte5149;gerencia 7;tiendita
cte5150;gerencia 6;tiendita
cte5151;gerencia 1;tiendita
cte4978;gerencia 3;tiendita
cte5152;gerencia 6;tiendita
cte5153;gerencia 5;tiendita
cte5154;gerencia 5;tiendita
cte5155;gerencia 1;tiendita
cte2167;gerencia 1;tiendita
cte4464;gerencia 7;tiendita
cte5156;gerencia 6;tiendita
cte5157;gerencia 6;tiendita
cte5158;gerencia 2 ;tiendita
cte5159;gerencia 3;tiendita
cte5160;gerencia 6;tiendita
cte5161;gerencia 2 ;tiendita
cte5162;gerencia 6;tiendita
cte5163;gerencia 6;tiendita
cte5164;gerencia 4;tiendita
cte5165;gerencia 6;tiendita
cte5166;gerencia 6;tiendita
cte5167;gerencia 7;tiendita
cte5168;gerencia 2 ;tiendita
cte5169;gerencia 5;tiendita
cte4070;gerencia 2 ;tiendita
cte5170;gerencia 7;tiendita
cte5171;gerencia 1;tiendita
cte352;gerencia 5;tiendita
cte5172;gerencia 4;tiendita
cte5173;gerencia 6;tiendita
cte5174;gerencia 7;tiendita
cte5175;gerencia 2 ;tiendita
cte5176;gerencia 5;tiendita
cte5177;gerencia 7;tiendita
cte5178;gerencia 7;tiendita
cte5179;gerencia 7;tiendita
cte5180;gerencia 5;tiendita
cte5181;gerencia 4;tiendita
cte5182;gerencia 1;tiendita
cte5183;gerencia 5;tiendita
cte252;gerencia 2 ;tiendita
cte5184;gerencia 4;tiendita
cte5185;gerencia 1;tiendita
cte5186;gerencia 4;tiendita
cte5187;gerencia 6;tiendita
cte5188;gerencia 7;tiendita
cte3703;gerencia 5;tiendita
cte5189;gerencia 5;tiendita
cte5190;gerencia 6;tiendita
cte5191;gerencia 7;tiendita
cte2207;gerencia 2 ;tiendita
cte5192;gerencia 7;tiendita
cte1380;gerencia 6;tiendita
cte5193;gerencia 5;tiendita
cte5194;gerencia 1;tiendita
cte81;gerencia 2 ;tiendita
cte5195;gerencia 5;tiendita
cte5196;gerencia 1;tiendita
cte5197;gerencia 5;tiendita
cte4497;gerencia 2 ;tiendita
cte5198;gerencia 2 ;tiendita
cte5199;gerencia 4;tiendita
cte5200;gerencia 2 ;tiendita
cte5201;gerencia 1;tiendita
cte5202;gerencia 2 ;tiendita
cte5203;gerencia 2 ;tiendita
cte5204;gerencia 2 ;tiendita
cte5205;gerencia 6;tiendita
cte5206;gerencia 2 ;tiendita
cte5207;gerencia 5;tiendita
cte5208;gerencia 6;tiendita
cte5209;gerencia 3;tiendita
cte5210;gerencia 2 ;tiendita
cte5211;gerencia 2 ;tiendita
cte5212;gerencia 3;tiendita
cte5213;gerencia 5;tiendita
cte5214;gerencia 6;tiendita
cte5215;gerencia 1;tiendita
cte5216;gerencia 2 ;tiendita
cte617;gerencia 5;tiendita
cte5217;gerencia 5;tiendita
cte5218;gerencia 7;tiendita
cte5219;gerencia 3;tiendita
cte5220;gerencia 4;tiendita
cte5221;gerencia 4;tiendita
cte5027;gerencia 2 ;tiendita
cte5222;gerencia 2 ;tiendita
cte5223;gerencia 7;tiendita
cte5224;gerencia 2 ;tiendita
cte5225;gerencia 7;tiendita
cte5226;gerencia 6;tiendita
cte5227;gerencia 1;tiendita
cte5228;gerencia 1;tiendita
cte5229;gerencia 1;tiendita
cte5230;gerencia 3;tiendita
cte5231;gerencia 2 ;tiendita
cte5232;gerencia 2 ;tiendita
cte5233;gerencia 2 ;tiendita
cte5234;gerencia 6;tiendita
cte5235;gerencia 2 ;tiendita
cte5236;gerencia 6;tiendita
cte5237;gerencia 6;tiendita
cte5238;gerencia 2 ;tiendita
cte5239;gerencia 7;tiendita
cte1862;gerencia 4;tiendita
cte5240;gerencia 4;tiendita
cte5241;gerencia 6;tiendita
cte5242;gerencia 2 ;tiendita
cte5243;gerencia 7;tiendita
cte5244;gerencia 1;tiendita
cte4975;gerencia 2 ;tiendita
cte5245;gerencia 2 ;tiendita
cte5246;gerencia 7;tiendita
cte5247;gerencia 5;tiendita
cte5248;gerencia 1;tiendita
cte5249;gerencia 5;tiendita
cte348;gerencia 7;tiendita
cte5250;gerencia 2 ;tiendita
cte5251;gerencia 6;tiendita
cte5252;gerencia 7;tiendita
cte5253;gerencia 2 ;tiendita
cte5254;gerencia 4;tiendita
cte5255;gerencia 4;tiendita
cte5256;gerencia 3;tiendita
cte5257;gerencia 7;tiendita
cte5258;gerencia 7;tiendita
cte5259;gerencia 6;tiendita
cte1341;gerencia 4;tiendita
cte5260;gerencia 7;tiendita
cte5261;gerencia 1;tiendita
cte1448;gerencia 2 ;tiendita
cte5262;gerencia 1;tiendita
cte5263;gerencia 6;tiendita
cte5264;gerencia 3;tiendita
cte4205;gerencia 6;tiendita
cte5265;gerencia 1;tiendita
cte5266;gerencia 7;tiendita
cte5267;gerencia 7;tiendita
cte5268;gerencia 1;tiendita
cte5269;gerencia 7;tiendita
cte5270;gerencia 7;tiendita
cte5271;gerencia 7;tiendita
cte5272;gerencia 3;tiendita
cte5273;gerencia 5;tiendita
cte5274;gerencia 2 ;tiendita
cte5275;gerencia 6;tiendita
cte5276;gerencia 6;tiendita
cte5277;gerencia 2 ;tiendita
cte1919;gerencia 2 ;tiendita
cte5278;gerencia 2 ;tiendita
cte5279;gerencia 1;tiendita
cte5280;gerencia 2 ;tiendita
cte5281;gerencia 7;tiendita
cte5282;gerencia 3;tiendita
cte5283;gerencia 6;tiendita
cte1689;gerencia 6;tiendita
cte4470;gerencia 2 ;tiendita
cte5284;gerencia 2 ;tiendita
cte5285;gerencia 2 ;tiendita
cte3832;gerencia 3;tiendita
cte263;gerencia 2 ;tiendita
cte5286;gerencia 1;tiendita
cte5287;gerencia 2 ;tiendita
cte5288;gerencia 5;tiendita
cte5289;gerencia 4;tiendita
cte5290;gerencia 6;tiendita
cte5291;gerencia 2 ;tiendita
cte5292;gerencia 6;tiendita
cte5293;gerencia 2 ;tiendita
cte5294;gerencia 1;tiendita
cte5295;gerencia 2 ;tiendita
cte5296;gerencia 7;tiendita
cte5297;gerencia 4;tiendita
cte5298;gerencia 2 ;tiendita
cte5299;gerencia 3;tiendita
cte5300;gerencia 4;tiendita
cte5301;gerencia 2 ;tiendita
cte5187;gerencia 6;tiendita
cte5302;gerencia 6;tiendita
cte5303;gerencia 5;tiendita
cte5304;gerencia 5;tiendita
cte5305;gerencia 7;tiendita
cte5306;gerencia 7;tiendita
cte5307;gerencia 2 ;tiendita
cte5308;gerencia 4;tiendita
cte5309;gerencia 4;tiendita
cte5310;gerencia 2 ;tiendita
cte5311;gerencia 4;tiendita
cte4071;gerencia 2 ;tiendita
cte5312;gerencia 6;tiendita
cte5313;gerencia 2 ;tiendita
cte5314;gerencia 5;tiendita
cte1825;gerencia 6;tiendita
cte2424;gerencia 6;tiendita
cte5315;gerencia 7;tiendita
cte5316;gerencia 3;tiendita
cte5317;gerencia 7;tiendita
cte2862;gerencia 5;tiendita
cte2007;gerencia 2 ;tiendita
cte5318;gerencia 2 ;tiendita
cte5319;gerencia 6;tiendita
cte5320;gerencia 5;tiendita
cte5321;gerencia 6;tiendita
cte5322;gerencia 7;tiendita
cte5323;gerencia 1;tiendita
cte5324;gerencia 2 ;tiendita
cte5325;gerencia 4;tiendita
cte5326;gerencia 5;tiendita
cte5327;gerencia 7;tiendita
cte5328;gerencia 6;tiendita
cte5329;gerencia 6;tiendita
cte5330;gerencia 3;tiendita
cte5331;gerencia 2 ;tiendita
cte5332;gerencia 4;tiendita
cte2515;gerencia 2 ;tiendita
cte5333;gerencia 4;tiendita
cte3391;gerencia 4;tiendita
cte5334;gerencia 5;tiendita
cte324;gerencia 2 ;tiendita
cte5335;gerencia 6;tiendita
cte5336;gerencia 3;tiendita
cte2521;gerencia 2 ;tiendita
cte5337;gerencia 2 ;tiendita
cte5338;gerencia 1;tiendita
cte5339;gerencia 5;tiendita
cte5340;gerencia 2 ;tiendita
cte5341;gerencia 3;tiendita
cte5342;gerencia 1;tiendita
cte5343;gerencia 2 ;tiendita
cte5344;gerencia 5;tiendita
cte5345;gerencia 6;tiendita
cte5346;gerencia 2 ;tiendita
cte2641;gerencia 2 ;tiendita
cte2941;gerencia 5;tiendita
cte5347;gerencia 2 ;tiendita
cte5348;gerencia 6;tiendita
cte5349;gerencia 6;tiendita
cte864;gerencia 1;tiendita
cte5350;gerencia 2 ;tiendita
cte4715;gerencia 3;tiendita
cte5351;gerencia 5;tiendita
cte5352;gerencia 1;tiendita
cte5353;gerencia 2 ;tiendita
cte5354;gerencia 7;tiendita
cte5355;gerencia 7;tiendita
cte5356;gerencia 2 ;tiendita
cte5357;gerencia 6;tiendita
cte5012;gerencia 6;tiendita
cte5358;gerencia 6;tiendita
cte5359;gerencia 2 ;tiendita
cte5360;gerencia 2 ;tiendita
cte5361;gerencia 2 ;tiendita
cte5362;gerencia 4;tiendita
cte5363;gerencia 2 ;tiendita
cte5364;gerencia 1;tiendita
cte5365;gerencia 3;tiendita
cte5366;gerencia 6;tiendita
cte5367;gerencia 6;tiendita
cte4395;gerencia 3;tiendita
cte5368;gerencia 2 ;tiendita
cte5369;gerencia 1;tiendita
cte427;gerencia 6;tiendita
cte5370;gerencia 2 ;tiendita
cte5371;gerencia 2 ;tiendita
cte5372;gerencia 5;tiendita
cte5373;gerencia 2 ;tiendita
cte5374;gerencia 7;tiendita
cte5375;gerencia 5;tiendita
cte5376;gerencia 2 ;tiendita
cte5377;gerencia 2 ;tiendita
cte5378;gerencia 5;tiendita
cte5379;gerencia 6;tiendita
cte5380;gerencia 5;tiendita
cte2415;gerencia 3;tiendita
cte5381;gerencia 2 ;tiendita
cte5382;gerencia 5;tiendita
cte5383;gerencia 4;tiendita
cte5384;gerencia 4;tiendita
cte5385;gerencia 1;tiendita
cte5386;gerencia 4;tiendita
cte5387;gerencia 7;tiendita
cte1756;gerencia 5;tiendita
cte5388;gerencia 4;tiendita
cte5389;gerencia 3;tiendita
cte5390;gerencia 1;tiendita
cte5391;gerencia 2 ;tiendita
cte117;gerencia 3;tiendita
cte5392;gerencia 2 ;tiendita
cte5393;gerencia 7;tiendita
cte5394;gerencia 6;tiendita
cte5395;gerencia 6;tiendita
cte5396;gerencia 3;tiendita
cte1644;gerencia 4;tiendita
cte5397;gerencia 5;tiendita
cte4812;gerencia 2 ;tiendita
cte5398;gerencia 5;tiendita
cte5399;gerencia 2 ;tiendita
cte5400;gerencia 6;tiendita
cte5401;gerencia 2 ;tiendita
cte5402;gerencia 2 ;tiendita
cte5403;gerencia 6;tiendita
cte5404;gerencia 7;tiendita
cte5405;gerencia 2 ;tiendita
cte5406;gerencia 1;tiendita
cte4221;gerencia 2 ;tiendita
cte5407;gerencia 2 ;tiendita
cte5408;gerencia 3;tiendita
cte5409;gerencia 4;tiendita
cte5410;gerencia 6;tiendita
cte5411;gerencia 1;tiendita
cte5412;gerencia 6;tiendita
cte5413;gerencia 6;tiendita
cte5414;gerencia 2 ;tiendita
cte5415;gerencia 6;tiendita
cte5092;gerencia 7;tiendita
cte5416;gerencia 6;tiendita
cte5417;gerencia 5;tiendita
cte5418;gerencia 3;tiendita
cte5419;gerencia 1;tiendita
cte5420;gerencia 4;tiendita
cte5421;gerencia 3;tiendita
cte5422;gerencia 3;tiendita
cte5423;gerencia 2 ;tiendita
cte5424;gerencia 6;tiendita
cte5425;gerencia 6;tiendita
cte5426;gerencia 2 ;tiendita
cte5427;gerencia 6;tiendita
cte5428;gerencia 6;tiendita
cte5429;gerencia 2 ;tiendita
cte5430;gerencia 5;tiendita
cte5431;gerencia 6;tiendita
cte5432;gerencia 4;tiendita
cte5433;gerencia 4;tiendita
cte1021;gerencia 6;tiendita
cte3964;gerencia 2 ;tiendita
cte5434;gerencia 1;tiendita
cte5435;gerencia 2 ;tiendita
cte5436;gerencia 2 ;tiendita
cte5437;gerencia 2 ;tiendita
cte5438;gerencia 2 ;tiendita
cte5439;gerencia 6;tiendita
cte3262;gerencia 1;tiendita
cte3719;gerencia 5;tiendita
cte5440;gerencia 6;tiendita
cte5441;gerencia 6;tiendita
cte5442;gerencia 3;tiendita
cte5443;gerencia 3;tiendita
cte5444;gerencia 7;tiendita
cte5445;gerencia 4;tiendita
cte5446;gerencia 2 ;tiendita
cte5447;gerencia 2 ;tiendita
cte5448;gerencia 6;tiendita
cte5449;gerencia 2 ;tiendita
cte5450;gerencia 6;tiendita
cte584;gerencia 6;tiendita
cte5451;gerencia 4;tiendita
cte5452;gerencia 5;tiendita
cte2591;gerencia 4;tiendita
cte5453;gerencia 4;tiendita
cte5454;gerencia 2 ;tiendita
cte5455;gerencia 5;tiendita
cte5456;gerencia 6;tiendita
cte5457;gerencia 7;tiendita
cte5458;gerencia 3;tiendita
cte5459;gerencia 5;tiendita
cte5460;gerencia 5;tiendita
cte5461;gerencia 3;tiendita
cte3970;gerencia 1;tiendita
cte5462;gerencia 6;tiendita
cte5463;gerencia 1;tiendita
cte5464;gerencia 6;tiendita
cte5465;gerencia 3;tiendita
cte5466;gerencia 6;tiendita
cte5467;gerencia 2 ;tiendita
cte5468;gerencia 6;tiendita
cte5469;gerencia 5;tiendita
cte5470;gerencia 3;tiendita
cte5471;gerencia 5;tiendita
cte4180;gerencia 6;tiendita
cte5472;gerencia 1;tiendita
cte5473;gerencia 6;tiendita
cte5474;gerencia 5;tiendita
cte5475;gerencia 2 ;tiendita
cte5476;gerencia 1;tiendita
cte5477;gerencia 1;tiendita
cte5478;gerencia 7;tiendita
cte5479;gerencia 5;tiendita
cte5480;gerencia 4;tiendita
cte5481;gerencia 2 ;tiendita
cte5482;gerencia 3;tiendita
cte5483;gerencia 3;tiendita
cte5484;gerencia 4;tiendita
cte5485;gerencia 7;tiendita
cte5486;gerencia 6;tiendita
cte4934;gerencia 7;tiendita
cte5487;gerencia 6;tiendita
cte5488;gerencia 7;tiendita
cte5489;gerencia 6;tiendita
cte5490;gerencia 1;tiendita
cte5491;gerencia 6;tiendita
cte5492;gerencia 6;tiendita
cte5493;gerencia 1;tiendita
cte5358;gerencia 6;tiendita
cte5494;gerencia 7;tiendita
cte5495;gerencia 1;tiendita
cte5496;gerencia 7;tiendita
cte5497;gerencia 2 ;tiendita
cte5498;gerencia 7;tiendita
cte3738;gerencia 5;tiendita
cte5499;gerencia 5;tiendita
cte5500;gerencia 2 ;tiendita
cte5501;gerencia 3;tiendita
cte825;gerencia 4;tiendita
cte1472;gerencia 3;tiendita
cte5502;gerencia 6;tiendita
cte5503;gerencia 7;tiendita
cte5504;gerencia 2 ;tiendita
cte5505;gerencia 4;tiendita
cte5506;gerencia 1;tiendita
cte5507;gerencia 5;tiendita
cte5508;gerencia 6;tiendita
cte5509;gerencia 4;tiendita
cte5510;gerencia 6;tiendita
cte1122;gerencia 4;tiendita
cte1637;gerencia 2 ;tiendita
cte5511;gerencia 6;tiendita
cte4817;gerencia 2 ;tiendita
cte5512;gerencia 2 ;tiendita
cte5513;gerencia 2 ;tiendita
cte5514;gerencia 6;tiendita
cte5515;gerencia 2 ;tiendita
cte5516;gerencia 1;tiendita
cte5517;gerencia 6;tiendita
cte5518;gerencia 4;tiendita
cte5519;gerencia 7;tiendita
cte5520;gerencia 5;tiendita
cte5521;gerencia 2 ;tiendita
cte5522;gerencia 7;tiendita
cte5523;gerencia 6;tiendita
cte5524;gerencia 5;tiendita
cte5525;gerencia 6;tiendita
cte5526;gerencia 4;tiendita
cte5527;gerencia 1;tiendita
cte5528;gerencia 2 ;tiendita
cte5529;gerencia 1;tiendita
cte5530;gerencia 3;tiendita
cte5531;gerencia 7;tiendita
cte5532;gerencia 5;tiendita
cte5533;gerencia 2 ;tiendita
cte5534;gerencia 5;tiendita
cte2964;gerencia 1;tiendita
cte5535;gerencia 1;tiendita
cte1635;gerencia 6;tiendita
cte5536;gerencia 6;tiendita
cte5537;gerencia 2 ;tiendita
cte5538;gerencia 4;tiendita
cte5539;gerencia 7;tiendita
cte5540;gerencia 2 ;tiendita
cte5541;gerencia 6;tiendita
cte1796;gerencia 7;tiendita
cte5542;gerencia 5;tiendita
cte5543;gerencia 1;tiendita
cte5544;gerencia 2 ;tiendita
cte5545;gerencia 2 ;tiendita
cte5546;gerencia 3;tiendita
cte5547;gerencia 2 ;tiendita
cte5548;gerencia 6;tiendita
cte5549;gerencia 2 ;tiendita
cte191;gerencia 5;tiendita
cte5550;gerencia 6;tiendita
cte5551;gerencia 3;tiendita
cte5552;gerencia 5;tiendita
cte5553;gerencia 7;tiendita
cte1393;gerencia 3;tiendita
cte5554;gerencia 2 ;tiendita
cte5555;gerencia 4;tiendita
cte639;gerencia 7;tiendita
cte5556;gerencia 1;tiendita
cte485;gerencia 6;tiendita
cte2253;gerencia 2 ;tiendita
cte5557;gerencia 4;tiendita
cte5558;gerencia 2 ;tiendita
cte5559;gerencia 2 ;tiendita
cte5560;gerencia 3;tiendita
cte5561;gerencia 1;tiendita
cte5562;gerencia 1;tiendita
cte5563;gerencia 2 ;tiendita
cte5564;gerencia 7;tiendita
cte5565;gerencia 4;tiendita
cte5566;gerencia 2 ;tiendita
cte5567;gerencia 6;tiendita
cte2928;gerencia 3;tiendita
cte5568;gerencia 2 ;tiendita
cte5569;gerencia 5;tiendita
cte5570;gerencia 2 ;tiendita
cte3899;gerencia 2 ;tiendita
cte5571;gerencia 1;tiendita
cte5572;gerencia 6;tiendita
cte5573;gerencia 2 ;tiendita
cte5574;gerencia 2 ;tiendita
cte5575;gerencia 7;tiendita
cte5576;gerencia 7;tiendita
cte5577;gerencia 2 ;tiendita
cte5578;gerencia 2 ;tiendita
cte5579;gerencia 6;tiendita
cte3102;gerencia 6;tiendita
cte4914;gerencia 3;tiendita
cte5580;gerencia 4;tiendita
cte5581;gerencia 6;tiendita
cte5582;gerencia 7;tiendita
cte5583;gerencia 6;tiendita
cte5584;gerencia 7;tiendita
cte5585;gerencia 2 ;tiendita
cte4421;gerencia 2 ;tiendita
cte5586;gerencia 6;tiendita
cte5587;gerencia 7;tiendita
cte5588;gerencia 7;tiendita
cte5589;gerencia 2 ;tiendita
cte5590;gerencia 2 ;tiendita
cte5591;gerencia 6;tiendita
cte5592;gerencia 3;tiendita
cte5593;gerencia 7;tiendita
cte5594;gerencia 4;tiendita
cte5595;gerencia 4;tiendita
cte5596;gerencia 2 ;tiendita
cte5597;gerencia 1;tiendita
cte4472;gerencia 3;tiendita
cte5598;gerencia 2 ;tiendita
cte960;gerencia 6;tiendita
cte5599;gerencia 7;tiendita
cte5600;gerencia 5;tiendita
cte5601;gerencia 1;tiendita
cte5602;gerencia 5;tiendita
cte5603;gerencia 7;tiendita
cte5604;gerencia 7;tiendita
cte5605;gerencia 4;tiendita
cte5606;gerencia 2 ;tiendita
cte5607;gerencia 4;tiendita
cte5608;gerencia 5;tiendita
cte5609;gerencia 3;tiendita
cte5610;gerencia 1;tiendita
cte5611;gerencia 2 ;tiendita
cte5612;gerencia 3;tiendita
cte5613;gerencia 5;tiendita
cte5614;gerencia 5;tiendita
cte5615;gerencia 3;tiendita
cte5616;gerencia 7;tiendita
cte5617;gerencia 7;tiendita
cte5618;gerencia 6;tiendita
cte5619;gerencia 2 ;tiendita
cte5620;gerencia 2 ;tiendita
cte5621;gerencia 6;tiendita
cte5622;gerencia 4;tiendita
cte5623;gerencia 2 ;tiendita
cte5624;gerencia 2 ;tiendita
cte5625;gerencia 7;tiendita
cte5626;gerencia 1;tiendita
cte959;gerencia 2 ;tiendita
cte5627;gerencia 5;tiendita
